財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都墨田区立花１丁目１−１９,146915541,0,134520607,529.32,529.32,12394920,0,14,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都葛飾区立石８−３４９−１,288311177,1002,234784449,337.69,1021.12,42690135,3216000,7620593,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都港区元麻布２−３２２−１のうち,1767443391,1758,1750249187,276.78,276.78,6278655,10501465,414084,0,0,0,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区代沢５−１１１６−３,262807714,542,262601211,137.32,164.73,2,0,206501,0,0,0,市街化区域,第一種低層住居専用地域,50,150
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都中野区東中野１—７５—１２,216155956,525,209585690,206.41,764.41,6385234,0,185032,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都杉並区下井草１−９２４−４,158493440,468,154244120,199.38,393.24,4204058,22651,22611,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区下馬２−２５９−２１５,604368511,1334,592778877,285.38,1232.18,11135778,51539,402317,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都練馬区上石神井３丁目７９−９１,467942316,1986,449297695,372.96,1491.84,15204089,1119822,2320710,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都北区赤羽台３丁目７０２番１,243216845,924,223151210,304.36,1291.2,17433012,0,2632623,0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都中野区上高田５丁目５−２,695226606,3181,648997440,663.31,3967.98,44892661,704709,631796,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都大田区西糀谷１−１２９８−１外３筆,999384731,2983,968677246,770.02,1540.04,29118550,21320,1567615,0,0,0,市街化区域,近隣商業地域 外,80,300
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都大田区上池台４−１７０,301372555,782,289449999,286.83,860.49,9732208,2006400,183948,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都中野区江古田４−１７３２−３,354618989,1528,311791559,482.37,1432.96,38930889,0,3896541,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都足立区中央本町２−５０−２９,347548450,1536,327389465,421.46,1380.5,19697427,0,461558,0,0,0,市街化区域,近隣商業地域,80,300
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都北区滝野川３−５３−１３,222779495,847,214978818,189.05,505.45,7523509,0,277168,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都新宿区中井２−１７２６−６,59936392,254,54209545,111.69,218.61,5690885,3391,32571,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都杉並区高井戸東３−１８９１−５,881901410,3841,829751040,784.39,5214.84,51564345,315297,270728,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区下馬２丁目３２２−１,234809918,811,228958314,156.6,519.92,5851594,0,10,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区岡本２−４３９−８,844968283,3618,824697310,850.89,2245,19400084,247633,623256,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都杉並区高円寺南５丁目７７７−１,1195085694,2586,1165182462,709.96,2739.44,27676208,1679971,547053,0,0,0,市街化区域,近隣商業地域,80,400
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都練馬区大泉学園町７丁目５８７番４,307285501,1439,288757843,278.54,822.5,17573644,89191,864823,0,0,0,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区下馬２−２５９−１６４,553498478,1231,538662384,230.94,844.3,14638635,44509,152950,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区弦巻３−９−２,971121307,2151,945408972,712.48,2038.55,25136351,541665,34319,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区上用賀４丁目８１番１,1076737637,2773,1063129541,519.84,1455.84,12379299,0,1228797,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区上馬５−６−２３,162461193,432,154545300,179.5,471.1,7338573,196422,380898,0,0,0,市街化区域,第一種低層住居専用地域,60,150
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都杉並区下井草１丁目９３２番１０,84182931,275,74889760,155.2,293.4,9038866,0,254305,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都杉並区高井戸東４−１９０４−２９,640236253,1973,618842980,385.84,922.9,20109002,1691,1282580,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,東京財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区野毛１−４０−１,7435550543,28638,7216560509,4774.08,14468.74,215893132,29139,3067763,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都立川市富士見町２−１０４−１のうち,14838430412,86476,14838430412,729.78,729.78,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都立川市曙町３−１２１−１０,38166466,177,38166465,0,0,0,0,1,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都東久留米市上の原２−３４１−１外１筆,448427079,4661,407422582,771.81,2564.51,39505893,476794,1021810,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都東久留米市上の原２−４１２−１,543411695,6193,538774470,863.94,3294.72,3345915,0,1291310,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都立川市泉町１１１１−５のうち外,3431088992,35741,3431088992,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都清瀬市梅園１−６１７−６,137480316,896,130276623,243.61,665.79,6804408,0,399285,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都立川市高松町２−１７６−２,645891249,2256,604081034,1042.95,2556.56,37917175,0,3893040,0,0,0,市街化区域,近隣商業地域,80,300
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都立川市錦町４−１２−１,195187230,756,185005152,185.28,354.64,9900255,132611,149212,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都武蔵野市西久保３−３３１−１９,103278092,278,103199028,79.3,222.04,2,0,79062,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都武蔵野市境南町５−１４６９−１２,191300828,668,178656102,138.2,414.6,11759724,415454,469548,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都武蔵村山市学園２−３６−１,1843340882,24678,1628761200,3292.9,15014.2,187488967,2643011,24447704,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都昭島市東町２−１１９−２７,182438026,1162,176345280,311.13,459.13,5909865,0,182881,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,病院敷地,東京都立川市錦町４−１２−６外３筆のうち,1244461200,7827,1244461200,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都昭島市中神町字東新畑１２５７番２２,800101920,7995,743553600,1319.33,4675.01,52153119,7622,4387579,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都東村山市萩山町３−２９−３４,761616593,5661,729284977,427.25,1626.05,12951435,14271496,5108685,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都東村山市富士見町１丁目２番４６,1091985865,10947,985271400,1904.18,5617.56,99355745,1782286,5576434,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都三鷹市新川６丁目６４１番１,2054017338,13452,1977445470,2009.64,5942.56,66161240,1686558,8724070,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都国分寺市西町１−３２−１外６筆 ,927169206,7609,844630081,1598.4,6564.8,81186048,776228,576849,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都三鷹市井口１−１２４−１,673688154,2742,634812639,753.24,2045.12,34633374,3478848,763293,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都国分寺市東戸倉２−１８−３外１筆,48925119,238,48918938,65.14,127.06,2,0,6179,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,関東財務局,東京財務事務所立川出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都東久留米市上の原２丁目３７１番２のうち,1082291132,12395,1078403280,693.94,2775.8,3887833,0,19,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都文京区後楽１−７−４,1160033930,2353,1160033930,1287,8459.7,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都文京区後楽１−７−９,408830110,829,408830110,351.38,2311.22,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区若林四丁目２６９番９,116082104,268,116082104,0,0,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
