省庁名,部局名,部局所名,会計名,分類種類名,根拠法令,用途施設名称,所在地,貸付相手方,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,工作物価格　（円）,貸付料　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,月寒公民館敷地,北海道札幌市豊平区月寒中央通７丁目,札幌市,103316597,2287.79,103316597,0,0,0,0,4427792,市街化区域,商業地域,80,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,東小学校敷地,北海道岩見沢市東町２条７丁目１０１１番１,岩見沢市,13615944,4330.58,13615944,0,0,0,0,543848,非線引,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,高層改良住宅敷地,北海道苫小牧市山手町２丁目１０７,苫小牧市,2037513,335.65,2037513,0,0,0,0,29541,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,市立やまて保育園及び市営住宅敷地,北海道苫小牧市山手町２丁目１０６のうち,苫小牧市,582991,96.04,582991,0,0,0,0,8508,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,北海道赤平市茂尻春日町１丁目２番１、２丁目４番１,赤平市,2335947,2233.98,2335947,0,0,0,0,95831,非線引,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,登別小学校敷地,北海道登別市登別本町３丁目２５番７,登別市,2935743,726.97,2935743,0,0,0,0,39385,市街化区域,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,幌別小学校敷地,北海道登別市中央町６丁目１９−２のうち,登別市,70503115,4516.57,70503115,0,0,0,0,690063,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,北海道登別市柏木町１丁目２３−２,登別市,3918788,724.64,3918788,0,0,0,0,40897,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,登別中学校敷地,北海道登別市登別本町１丁目１−８,登別市,453669,713.58,453669,0,0,0,0,44561,都市計画区域外,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,石狩小学校敷地,北海道石狩市横町５４番２外８筆,石狩市,19190510,5818.66,19190510,0,0,0,0,306260,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,下水道処理施設（農業集落排水施設）敷地,北海道石狩郡新篠津村５０９６番２,新篠津村,2859869,2292.98,2859869,0,0,0,0,37173,都市計画区域外,-,-,-
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,病院、介護老人保健施設及び医師住宅,北海道白老郡白老町日の出町３丁目５０−４,白老町,1055155,405.88,1055155,0,0,0,0,14436,市街化区域,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,北海道浦河郡浦河町堺町西５丁目７３２番１、７３３番１,浦河町,10198612,1179.11,10198612,0,0,0,0,148007,非線引,-,-,-
財務省,北海道財務局,本局小樽出張所,一般会計,普通財産,国有財産特別措置法 第３条第１項第４号,保育所敷地,北海道小樽市堺町８５先、８６のうち、８９−１０,社会福祉法人　小樽四ツ葉学園,1646217,179.92,1646217,0,0,0,0,-,市街化区域,準工業地域,60,300
財務省,北海道財務局,本局北見出張所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,市立光西中学校運動場敷地,北海道北見市光西町２０７−５　外,北見市,11095390,1495.92,11095390,0,0,0,0,77947,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局北見出張所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,女満別幼稚園園舎及び屋外運動場敷地,北海道網走郡大空町女満別西４条３丁目８３番２０,大空町,47236159,5756.31,47236159,0,0,0,0,484610,非線引,第二種中高層住居専用地域,60,200
財務省,北海道財務局,函館財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,北海道函館市中道２丁目１７４−１５、１８３−８,函館市,95852770,7232.25,95852770,0,0,0,0,2500431,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,旭川財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,日章小学校敷地,北海道旭川市６条通５丁目２５番地先ほか,旭川市,27051406,1910.91,27051406,0,0,0,0,1091236,市街化区域,近隣商業地域,80,300
財務省,北海道財務局,旭川財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,常盤中学校敷地,北海道旭川市１０条通り１１丁目,旭川市,82268089,9163.34,82268089,0,0,0,0,2103851,市街化区域,第二種住居地域,60,200
財務省,北海道財務局,旭川財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,大町小学校敷地,北海道旭川市大町１条１丁目３０−６,旭川市,111220982,14711.77,111220982,0,0,0,0,2645998,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,旭川財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第４号,障害者支援施設「つつじの里」敷地,北海道旭川市春光台４条１０丁目５７５６番１,社会福祉法人　北海道療育園,90258083,38133.32,90258083,0,0,0,0,-,市街化調整区域,-,-,-
財務省,北海道財務局,旭川財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第４号,幼稚園敷地,北海道留萌市開運町２丁目３番１のうち,学校法人　萌愛学園,1011798,325.49,1011798,0,0,0,0,-,非線引,近隣商業地域,80,300
財務省,北海道財務局,帯広財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,帯広市立緑丘小学校敷地,北海道帯広市西１４条南１６丁目２先,帯広市,35656319,2075.00,35656319,0,0,0,0,396711,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,帯広財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,帯広市立西小学校敷地,北海道帯広市西２３条南１丁目１１４−４５,帯広市,25416635,2632.26,25416635,0,0,0,0,467047,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,帯広財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,帯広市立明星小学校敷地,北海道帯広市西５条南２２丁目１−１先,帯広市,33292653,2182.40,33292653,0,0,0,0,938874,市街化区域,第二種住居地域,60,200
財務省,北海道財務局,帯広財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,帯広市立北栄小学校敷地,北海道帯広市西７条南１丁目２番先外１筆,帯広市,50907011,3908.81,50907011,0,0,0,0,716143,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,帯広財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,帯広市立啓北小学校敷地,北海道帯広市西１４条北７丁目１−５０,帯広市,16886125,1839.76,16886125,0,0,0,0,241682,市街化区域,第一種中高層住居専用地域,60,200
財務省,北海道財務局,帯広財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,音更町公営住宅敷地,北海道河東郡音更町木野大通東７丁目１０番外,音更町,109392715,6755.97,109392715,0,0,0,0,1179128,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,釧路財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,消防施設敷地,北海道川上郡弟子屈町川湯駅前２丁目３９番,釧路北部消防事務組合,510207,279.73,510207,0,0,0,0,7808,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,釧路財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,北海道川上郡弟子屈町字屈斜路市街三条通１７番１、１７番３,弟子屈町,1773276,2479.51,1773276,0,0,0,0,30873,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,釧路財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,診療所敷地,北海道釧路市阿寒町阿寒湖温泉２丁目１番４４のうち,北海道,2196626,286.67,2196626,0,0,0,0,38189,都市計画区域外,都市計画用途地域指定なし,70,400
財務省,北海道財務局,釧路財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,北海道目梨郡羅臼町緑町３０４番,羅臼町,7787384,1001.69,7787384,0,0,0,0,192065,都市計画区域外,都市計画用途地域指定なし,70,400
財務省,東北財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,国見小学校敷地,宮城県仙台市青葉区国見２丁目３３９−９,仙台市,19385865,498.7,19385865,0,0,0,0,340864,市街化区域,第一種住居地域,60,200
財務省,東北財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,塩釜市立第三中学校敷地,宮城県多賀城市笠神二丁目１−１,塩釜市,384407285,19473.52,384407285,0,0,0,0,5705603,市街化区域,第一種中高層住居専用地域,60,200
財務省,東北財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,多賀城市消防団第８分団敷地,宮城県多賀城市伝上山三丁目２９９−２,多賀城市,4521723,205.62,4521723,0,0,0,0,145849,市街化区域,第一種中高層住居専用地域,60,200
財務省,東北財務局,本局,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,消防施設用地,宮城県多賀城市八幡２−２６１,多賀城市,2416481,132.29,2416481,0,0,0,0,116527,市街化区域,第二種住居地域,60,200
財務省,東北財務局,盛岡財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第４号,学校運動場、農業実習地及び温室敷地,岩手県盛岡市向中野五丁目５−７　外１筆,学校法人　スコーレ,78078162,3096.45,78078162,0,0,0,0,-,市街化区域,第二種中高層住居専用地域,60,200
財務省,東北財務局,福島財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,郡山市立大槻中学校敷地,福島県郡山市大槻町字西ノ宮西４−１ほか,郡山市,424827111,26618.24,424827111,0,0,0,0,7622725,市街化区域,第一種中高層住居専用地域,60,200
財務省,東北財務局,福島財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,子育て支援センター敷地,福島県郡山市富久山町久保田字伊賀河原４４−２のうち,郡山市,7620409,435.25,7620409,0,0,0,0,136499,市街化区域,第一種住居地域,60,200
財務省,東北財務局,福島財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,市立第二中学校敷地,福島県白河市和尚壇２１,白河市,3314677,404.01,3314677,0,0,0,0,27782,非線引,第一種住居地域,60,200
財務省,東北財務局,福島財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,須賀川市立第一小学校敷地,福島県須賀川市大黒町１５１−３のうち,須賀川市,44970739,6535.77,44970739,0,0,0,0,628867,市街化区域,第二種住居地域,60,200
財務省,東北財務局,秋田財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第４号,保育園敷地,秋田県横手市前郷一番町７９３,社会福祉法人　明照福祉会,7181250,444.53,7181250,0,0,0,0,-,非線引,商業地域,80,400
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,市立油川中学校敷地,青森県青森市大字羽白字沢田４７１,青森市,288253729,19497.51,288253729,0,0,0,0,3433036,市街化区域,第一種低層住居専用地域,50,80
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,青森県弘前市大字豊原二丁目８−１、８−８,弘前市,33560372,2216.52,33560372,0,0,0,0,521317,市街化区域,第一種中高層住居専用地域,60,200
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,青森県弘前市大字松原東二丁目４−１１ほか,弘前市,43645443,4358.61,43645443,0,0,0,0,903731,市街化区域,第二種中高層住居専用地域,60,200
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,公営住宅敷地,青森県弘前市大字中野二丁目５−４,弘前市,22177679,1360.59,22177679,0,0,0,0,275689,市街化区域,第一種中高層住居専用地域,60,200
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,上久保小学校敷地,青森県三沢市大町一丁目３−１ほか,三沢市,69414382,8874.82,69414382,0,0,0,0,1932713,非線引,第一種住居地域,60,200
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,むつ市公民館若松町分館敷地,青森県むつ市若松町２−６８,むつ市,1588537,192.97,1588537,0,0,0,0,18754,非線引,第一種低層住居専用地域,50,80
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,消防屯所敷地,青森県むつ市川守町１０４−８のうち,むつ市,4277999,566.82,4277999,0,0,0,0,91166,非線引,第一種中高層住居専用地域,60,200
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,むつ市公民館宇曽利川分館敷地,青森県むつ市大字大湊字宇曽利川村下５−２１,むつ市,2989046,722.14,2989046,0,0,0,0,47952,非線引,都市計画用途地域指定なし,70,200
財務省,東北財務局,青森財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,ひらない中央児童館敷地,青森県東津軽郡平内町大字小湊字前萢３６−１,平内町,9472037,1626.12,9472037,0,0,0,0,136421,非線引,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,区立阪本小学校プ−ル敷地,東京都中央区日本橋兜町１４４のうち,中央区,685178350,479.19,685178350,0,0,0,0,5179194,市街化区域,商業地域,80,600
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,西早稲田中学校敷地,東京都新宿区戸山３−４３−１８２外１筆,新宿区,2462343023,13414.83,2462343023,0,0,0,0,77519332,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,東戸山小学校及び東戸山高齢者在宅サービスセンター敷地,東京都新宿区戸山２−４３−４５２,新宿区,2087394432,14890.39,2087394432,0,0,0,0,39288792,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,新宿西戸山中学校敷地,東京都新宿区百人町４−９７２　外１筆,新宿区,760016008,7348.98,760016008,0,0,0,0,17060601,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,西戸山小学校敷地,東京都新宿区百人町４−６３２−２ほか,新宿区,769248755,8018.32,769248755,0,0,0,0,18614554,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,区立西戸山幼稚園及び西戸山生涯学習館敷地,東京都新宿区百人町４−６２８−３,新宿区,177281420,1102.84,177281420,0,0,0,0,4058212,市街化区域,第一種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,牛込第一中学校敷地,東京都新宿区北山伏町２９−３外１筆,新宿区,20495186,302.94,20495186,0,0,0,0,679807,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,落合第２小学校敷地,東京都新宿区上落合２−４７２−１のうち外１筆,新宿区,714412874,8419.16,714412874,0,0,0,0,13585616,市街化区域,第一種中高層住居専用地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,落合第五小学校敷地,東京都新宿区上落合２−７２３−１４のうち外１筆,新宿区,10365536,203.65,10365536,0,0,0,0,165165,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,戸塚第３小学校敷地,東京都新宿区高田馬場３−４１３外１筆,新宿区,22734063,319.71,22734063,0,0,0,0,441955,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,天神小学校敷地,東京都新宿区新宿６〜３８０〜１,新宿区,241758396,1901.98,241758396,0,0,0,0,6221488,市街化区域,第二種住居地域,60,400
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,区立第一幼稚園敷地,東京都文京区西片２−１０−５４１のうち,文京区,180271775,976.97,180271775,0,0,0,0,1681582,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,根津小学校（根津幼稚園併設）敷地の一部,東京都文京区弥生２−２−２４のうち外,文京区,20308898,230.4,20308898,0,0,0,0,230378,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,学校敷地（東吾嬬小学校）,東京都墨田区立花４−６１−１１外２筆,墨田区,20516408,448.65,20516408,0,0,0,0,429991,市街化区域,準工業地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,学校敷地（第４吾嬬小学校）,東京都墨田区京島３−４４−６外２筆,墨田区,51371586,984.13,51371586,0,0,0,0,1660928,市街化区域,工業地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,学校敷地（第一寺島小学校）,東京都墨田区東向島１−１１６外２筆,墨田区,35590311,381.16,35590311,0,0,0,0,611552,市街化区域,準工業地域,80,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,曳舟小学校敷地,東京都墨田区京島１−１４０−１,墨田区,156669174,3053.98,156669174,0,0,0,0,7165942,市街化区域,準工業地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,学校敷地（第三寺島小学校）,東京都墨田区東向島６−１５−８,墨田区,1299124,68.95,1299124,0,0,0,0,48053,市街化区域,準工業地域,80,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,学校敷地（第三吾嬬小学校）,東京都墨田区八広２−８１−６外１筆,墨田区,7820017,195.34,7820017,0,0,0,0,151968,市街化区域,準工業地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,押上小学校敷地,東京都墨田区押上３−４９２．４９３先,墨田区,11912504,247.44,11912504,0,0,0,0,211110,市街化区域,準工業地域,80,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,山中小学校敷地,東京都品川区大井３−４１５９,品川区,81731779,508.81,81731779,0,0,0,0,1188226,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,後地小学校敷地,東京都品川区小山２−３６３外７筆,品川区,296063839,3294.87,296063839,0,0,0,0,4124704,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,旗台小学校敷地,東京都品川区旗の台４−１２６２−１のうち,品川区,499347072,4953.84,499347072,0,0,0,0,9171455,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,延山小学校敷地,東京都品川区西中延２−１８９外１筆,品川区,303713730,3923.95,303713730,0,0,0,0,7470322,市街化区域,第一種中高層住居専用地域 外,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,宮前小学校敷地,東京都品川区戸越４−１０４４−１のうち,品川区,229269477,1861.02,229269477,0,0,0,0,3615650,市街化区域,第一種住居地域 外,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,大原小学校敷地,東京都品川区戸越６−１６外２筆,品川区,350030400,3646.15,350030400,0,0,0,0,6693110,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,源氏前小学校敷地,東京都品川区中延６−７９２,品川区,188458570,1193.38,188458570,0,0,0,0,2434492,市街化区域,第一種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,社会福祉事業施設敷地,東京都目黒区大橋２−２６８−２３　内外,社会福祉法人　愛隣会,64682735,632.77,64682735,0,0,0,0,-,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,指定障害福祉サービス事業所敷地,東京都目黒区大橋２−２６８−２３のうち,目黒区,96653185,625.83,96653185,0,0,0,0,588034,市街化区域,第一種住居地域,60,300
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,目黒区立第一中学校敷地,東京都目黒区大橋２−６４０−４１のうち外１筆,目黒区,1458031158,14210.83,1458031158,0,0,0,0,37429006,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,目黒区東が丘障害福祉施設運動場敷地,東京都目黒区東が丘１−９４５−８,目黒区,473582949,938.71,473582949,0,0,0,0,3437780,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,都営住宅敷地,東京都目黒区碑文谷５−９８−１,東京都,161383646,1209.35,161383646,0,0,0,0,3165404,市街化区域,第二種住居地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,区立第１１中学校敷地,東京都目黒区緑が丘１−３０７０−４,目黒区,501743088,6335.14,501743088,0,0,0,0,12632414,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,東京財務事務所,一般会計,普通財産,国有財産特別措置法 第３条第１項第１号,区立桜丘中学校敷地及び認可保育所敷地,東京都世田谷区桜丘２−２６３６−７,世田谷区,1247096016,16898.32,1247096016,0,0,0,0,33500327,市街化区域,第二種中高層住居専用地域,60,200
