省庁名,部局名,部局所名,会計名,分類種類名,用途施設名称,所在地,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,不動産の信託受益権価格　（円）,地上権等数量,地上権等価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市南区山谷１１５番５　外３筆,682890316,6886.39,661093440,842.07,2782.35,21078308,170198,548370,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市金沢区平潟町２０６番１,281480913,1820.94,253105197,502.16,1466.16,26158616,144654,2072446,0,0,0,市街化区域,準住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市戸塚区平戸三丁目１９６１番１,543522667,5178.98,481645140,856.56,3904.90,59229800,733244,1914483,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市戸塚区原宿４−８０−１外１筆,191585415,1903.80,177354200,334.87,960.07,13498966,540453,191796,0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市港南区日野南４丁目５７９１−９外３筆,954542635,10415.80,862096590,1625.04,6959.06,88807155,402723,3236167,0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市港南区日野６丁目８５６番３外,2278541085,24871.52,2085510030,2782.83,12841.47,186619561,6411486,8,0,0,0,市街化区域,第一種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市栄区小菅ケ谷１丁目１６８４−３,3325087959,22076.21,2781602460,5012.19,29197.15,514627535,4202982,24654982,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県川崎市高津区梶ケ谷二丁目１４番１２　外１筆,306187699,1345.86,289668101,403.62,1217.62,16388429,0,131169,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,横浜財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横浜市西区西戸部町１−５７−１０,252774359,2093.37,252450177,262.06,761.47,3,5097,319082,0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横須賀市上町３丁目１番４外,310704696,1717.47,251281901,584.68,2209.26,47718413,0,11704382,0,0,0,市街化区域,近隣商業地域,80,300
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横須賀市横須賀市日の出町１−４−１外,479963862,3155.27,420452348,869.83,2608.33,51984785,473407,7053322,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横須賀市田戸台３番１０,551666150,6800.91,510068250,1029.93,3383.73,25896197,8096557,7605146,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,横浜財務事務所横須賀出張所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,神奈川県横須賀市長瀬２−１６２−１,1153078398,25286.67,1153072152,0,0,0,0,6246,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市稲毛区小仲台１−１０７７−３,285338521,1595.86,244884717,492.23,2329.85,40206839,170083,76882,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県松戸市大金平２−１０２,262629494,2468.05,234899126,796.56,1937.14,26164028,0,1566340,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県習志野市鷺沼台１−４２７−５,335521764,3409.00,286356000,705.33,2364.55,45727621,80291,3357852,0,0,0,市街化区域,第一種中高層住居専用地域 外,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市稲毛区天台１−１０６５−４,112312440,914.57,98590646,272.72,510.96,11164401,0,2557393,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県柏市旭町６−９２２−４,43545449,470.72,43545440,116.36,179.27,4,0,5,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市西船２−２３３５外２筆,223355570,1651.10,201143606,365.81,1178.82,20923942,315817,972205,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市東船橋５−１２０４−１６,314193465,2851.63,248091812,599.34,1807.52,64384533,27580,1689540,0,0,0,市街化区域,準住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市宮本９−２４９−２２外１筆,354651454,2665.43,354651454,0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市東船橋４−３００８−１外２筆,570107888,4277.74,526162020,773.76,2691.84,38638379,0,5307489,0,0,0,市街化区域,第一種低層住居専用地域,50,150
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県柏市旭町８−９３４−２−１−１外６筆,556133060,7351.94,485228040,1380.23,6853.87,60417916,2377,10484727,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市東船橋４−３００８−１外２筆,23561238,0,0,497.91,1316.91,22959183,0,602055,0,0,0,-,-,-,-
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市宮本９−２４９−２２外１筆,24322344,0,0,270.72,1082.88,23740739,0,581605,0,0,0,-,-,-,-
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市中央区弁天４丁目４６０番３,452614279,4670.02,364261560,879.29,5870.10,82391770,411840,5549109,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市美浜区幸町１−３８−７５,88572325,1004.82,81627991,146.66,501.98,6837978,0,106356,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市稲毛区稲毛東４—５４—１,372533167,1873.47,301104098,545.52,1856.10,66598432,4372371,458266,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市稲毛区稲毛東４—１２８７—３,341688022,1702.27,269639568,329.08,1163.50,69983723,2004811,59920,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県習志野市東習志野１丁目１９８１番,435691344,7425.74,378712740,866.66,4231.62,55606806,968703,403095,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県柏市富里３−８０６−８,891669260,11094.04,765488760,1641.75,7464.61,110953700,4958168,10268632,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市稲毛区園生町１３２０−２,316881792,5514.49,258078132,835.56,4121.70,53609298,530694,4663668,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市二和東５丁目１０１番３,994812028,14803.67,728340564,2636.52,12836.54,248445719,2326600,15699145,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市習志野台２丁目６０番,1168264458,13833.80,1079036400,1856.96,9103.04,78171190,2180923,8875945,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県習志野市泉町３−７６−１３９,297781956,2949.49,239985253,424.18,2073.00,53895730,943081,2957892,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県松戸市大金平３−１５７−２外５筆,312081981,4001.29,240077400,1154.15,3130.30,70071480,0,1933101,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県習志野市東習志野１丁目１９８０番１,626422269,9005.76,540345600,1249.62,6201.80,81973381,1401122,2702166,0,0,0,市街化区域,第一種中高層住居専用地域 外,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県千葉市花見川区作新台２—１５５７—１外１筆,548960536,8803.14,433114488,976.74,4816.80,113898769,430522,1516757,0,0,0,市街化区域,第一種低層住居専用地域,50,100
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県松戸市胡録台字小野１５５番１外１筆,350851227,5006.07,345418830,772.06,2944.44,2102890,2833259,496248,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県柏市根戸字高野台４４５−８,163346067,2560.69,142886501,301.03,815.49,16889404,371000,3199162,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県松戸市岩瀬字相模台４７３−２外２筆,799447047,7418.77,645432994,1416.56,3834.57,132653427,163133,21197493,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,千葉財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,千葉県船橋市三山８丁目７２９−２外１筆,178892757,2981.51,178890601,0,0,0,0,2156,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲斐市篠原字山ノ神１３５５番２,19794561,643.13,19792286,0,0,0,0,2275,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市北口１丁目１５０番外１筆,225682629,1542.99,135314051,728.11,3315.81,89518462,0,850116,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市朝日１−１９１,29357159,641.83,29228938,0,0,0,0,128221,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県山梨市小原東字今田１３３３−１外１筆,65949099,1310.94,47619700,338.61,556.59,17879001,0,450398,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,駐車場等,山梨県甲府市丸の内１−２５０−１,134917812,1737.43,94613610,766.29,1958.61,36160058,216580,3927564,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲斐市篠原字山ノ神１３５５−１,71981046,2338.95,71981046,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市富竹２−７８０−２外２筆,18609525,617.6,18609523,0,0,0,0,2,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県韮崎市若宮１−１３７７−３,82899265,1200.94,47957654,262.31,527.09,34117176,0,824435,0,0,0,非線引,近隣商業地域,80,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市丸の内３−１１０,72671222,1512.08,72671220,0,0,0,0,2,0,0,0,市街化区域,商業地域,80,400
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市相生１−３１１,51892089,838.26,38340335,382.9,1036.50,13266925,0,284829,0,0,0,市街化区域,近隣商業地域,80,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市北新１丁目３１１−１４,44422419,996.65,36076018,230.25,921.02,8262896,0,83505,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市北口１−１９,138167091,1389.09,124543031,541.05,975.64,12762603,78344,783113,0,0,0,市街化区域,商業地域,80,600
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市相生１−２１−１,29618538,715.51,29618536,0,0,0,0,2,0,0,0,市街化区域,第二種住居地域,60,200
財務省,関東財務局,甲府財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,山梨県甲府市北新１−３１０−５,35171293,850.74,35171293,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,新潟県新潟市中央区美咲町１−６６４−４４４,843000480,25089.30,843000480,0,0,0,0,0,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都文京区後楽１−７−４,1160033930,2353.01,1160033930,1287.00,8459.70,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,臨時駐車場外,神奈川県平塚市西八幡１−６−１外,356878301,4036.82,356878301,0,0,0,0,0,0,0,0,市街化区域,工業地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都文京区後楽１−７−９,408830110,829.27,408830110,351.38,2311.22,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,管理用地,埼玉県さいたま市岩槻区仲町２−４０４−１,305015239,5647.11,264284748,587.38,2561.06,39978108,672178,80205,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県朝霞市幸町３−１１４５−６,1022460055,12153.57,1020899880,29.31,29.31,524021,1012689,23465,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県所沢市中新井１−４５外,308729622,3978.81,274537892,922.47,3334.11,28215768,3340077,2635885,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市南区大字太田窪字善前南２４０７−３外１筆,29497407,250.81,29495256,77.76,77.76,1,0,2150,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市南区太田窪２−４７３−１外３筆,107408158,504.28,96014912,213.67,408.2,11393236,0,10,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県戸田市笹目３−１−４,64200464,381.83,59775486,126,239.89,4370362,0,54616,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市大宮区寿能町２−１１１外１筆,247070840,1591.98,231709184,510.18,983.68,14507294,0,854362,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県草加市旭町６−５３８−１外２筆,206859850,1797.71,151870540,353.74,1146.61,53759108,273967,956235,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市南区太田窪４−１３５７,215857757,1778.98,205979199,232.58,614.18,9878545,0,13,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市北区日進町１−２００−１外２筆,198751560,1828.90,183018023,389.99,1015.19,15268513,0,465024,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市浦和区北浦和２−１４９−１,168839868,1045.87,160959395,251.76,731.28,7542557,0,337916,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県さいたま市浦和区北浦和２−１４８−１,111020957,657.93,101255425,303.83,866.7,9692149,0,73383,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,埼玉県入間市扇町屋１−７２３−２外１筆,146686339,1634.88,146686338,0,0,0,0,1,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,関東財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,東京都世田谷区若林四丁目２６９番９,116082104,268.46,116082104,0,0,0,0,0,0,0,0,市街化区域,第二種住居地域,60,300
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県ひたちなか市新光町１０６−２のうち,2438950617,154293.81,2438950617,0,0,0,0,0,0,0,0,市街化区域,工業専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県高萩市本町３丁目４番外１筆,26641392,1148.95,26641392,0,0,0,0,0,0,0,0,非線引,商業地域,80,400
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県つくば市吾妻３丁目１９−２,699964031,9443.85,623294100,2246.13,3484.40,74688513,1981349,69,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県つくば市並木３丁目１２−１外５筆,305739786,6270.64,268566315,910.8,1737.60,36150388,1022993,90,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県つくば市並木４丁目１０番１外２筆,1587712094,36467.43,1334707938,5528.00,15187.27,242133098,10870952,106,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県つくば市松代５丁目１４番,675917517,12193.85,585304800,2599.52,3269.56,87894984,2717720,13,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県つくば市吾妻３丁目４番１,779909110,10270.67,677864220,2939.49,4565.70,96820490,2826212,2398188,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,水戸財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,茨城県つくば市竹園３丁目２８番,250516648,2429.13,232125233,378.19,694.21,16451179,1429459,510777,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,関東財務局,宇都宮財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,栃木県鹿沼市戸張町字御所前２４７９−２,29812263,1107.34,29812260,0,0,0,0,3,0,0,0,市街化区域,第一種住居地域,60,200
財務省,関東財務局,宇都宮財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,栃木県芳賀郡芳賀町大字祖母井字赤坂道上１６９９−１４,22706418,1898.84,22706416,0,0,0,0,2,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,関東財務局,前橋財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,群馬県前橋市大手町２−１０−３,80275162,0,0,1020.53,4787.48,78223419,326335,1725408,0,0,0,-,-,-,-
財務省,関東財務局,新潟財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,新潟県長岡市東神田３−甲１２６７−３,10522347,209.93,7698993,59.4,59.4,2764690,0,58664,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北陸財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,石川県白山市八ツ矢町１２３番４,43357398,705.9,31204309,438.8,438.8,11589723,0,563366,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北陸財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,石川県金沢市平和町２丁目１４２番２,91601805,1040.75,71402735,418.63,921.43,19156833,0,1042237,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北陸財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,石川県金沢市尾張町２丁目４０６番,55000047,228.39,22557395,132.59,471.63,27266543,0,5176109,0,0,0,市街化区域,商業地域,80,400
財務省,北陸財務局,福井財務事務所,財政投融資特別会計（特定国有財産整備勘定）,普通財産,福井地方検察庁武生支部仮庁舎,福井県越前市上太田町４１字２０番外１筆,38974110,661.87,25449563,224.94,400.04,10651564,0,2872983,0,0,0,非線引,第一種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市港区港陽一丁目１０２番,75479288,674.45,60761200,176.64,728.52,13256558,0,1461530,0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市千種区鹿子殿１６０１番１　外２筆,549826369,6141.07,534273090,876.78,3507.18,14825289,275645,452345,0,0,0,市街化区域,第一種低層住居専用地域,40,100
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市守山区小幡一丁目１２０１番１,247385269,2321.69,222044109,504.33,1221.09,25083009,0,258151,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市千種区鹿子町三丁目２２番　外１筆,340170939,1794.87,307052000,337.79,671.63,31047665,0,2071274,0,0,0,市街化区域,第一種低層住居専用地域,50,150
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市緑区鳴海町字白山５１番,109230161,756.76,83553114,275.76,809.28,23567271,0,2109776,0,0,0,市街化区域,第二種中高層住居専用地域,60,150
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市千種区仲田１—５０１,191150052,894.85,165470292,188.28,582.99,20551761,0,5127999,0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市東区白壁２−９０１,388926460,1506.29,342150760,324.44,1297.76,39809850,0,6965850,0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市瑞穂区佐渡町四丁目１７番,42609264,214.65,38637000,75.59,210.77,3971787,0,477,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市東区徳川町２４０５,37896124,190.39,35298306,83.95,197.55,2474737,0,123081,0,0,0,市街化区域,第一種住居地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市守山区守山一丁目５０４番　外１筆,36940557,350.55,30268940,126.81,248.03,6596675,0,74942,0,0,0,市街化区域,近隣商業地域,80,300
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市千種区向陽町３—１３,234549175,1030.93,219433450,309.18,1166.58,13765711,0,1350014,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市天白区道明町８１番　外２筆,187917816,1578.96,160832865,603.4,2240.66,26717065,0,367886,0,0,0,市街化区域,準工業地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市昭和区御器所３−７０１,226280960,1173.03,195137059,431.78,1877.16,30627331,435456,81114,0,0,0,市街化区域,近隣商業地域,80,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市中川区打中二丁目２１３番　外４筆,544711672,4788.98,464873086,776.43,2603.15,78928631,0,909955,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,東海財務局,本局,財政投融資特別会計（特定国有財産整備勘定）,普通財産,-,愛知県名古屋市南区駈上一丁目１２０８番　外１筆,34727500,239.5,34727500,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
